diff,time,res,mal,norm_score
59.11349090925128,5,0,42.980522855311506,62.06916545471385
52.226300014234106,7,0,61.96477075745584,54.83761501494581
37.208760762139946,3,1,62.721607864002074,40.92963683835394
64.44677496673977,3,0,66.01876280411497,67.66911371507676
41.56274035385267,5,1,34.18988249709316,43.6408773715453
77.90241403755967,6,1,62.962973450720064,85.69265544131564
41.290567970940806,4,1,21.8377394088465,43.355096369487846
50.74249425445794,11,0,28.444544061265606,48.20536954173504
42.50716532616336,5,0,51.5317239244231,44.63252359247153
53.32594208778493,3,1,10.158762404217791,55.992239192174175
45.47375860104907,6,1,11.023533524333942,47.747446531101524
59.03018855769638,9,1,61.444578453509436,64.93320741346602
79.17206192845671,4,0,46.67331358450504,83.13066502487955
55.17696371710697,4,0,54.03013199718467,57.93581190296232
49.62786003118312,7,0,67.22813436300517,52.109253032742274
39.77792700389973,10,0,52.0935365644917,41.76682335409471
53.92328664148393,9,1,7.992964396876722,56.61945097355812
37.54437433147622,10,0,63.91369212437539,39.42159304805003
51.31917662486016,7,0,64.96003793289564,53.88513545610317
74.10560279702591,4,1,64.23779551494026,81.5161630767285
53.98104056068789,3,1,60.803363199729986,59.379144616756676
45.888197382518875,6,0,16.85019313207257,43.59378751339293
42.17995631668642,12,0,44.350490398932216,44.28895413252074
42.14674559217609,5,1,33.955340420239985,44.254082871784895
66.20551210054424,9,0,12.166570230011859,62.895236495517025
45.226764387106044,9,1,30.156553906969883,47.48810260646135
68.9858495610617,5,1,52.1364444580911,75.88443451716788
60.81230833123527,10,0,59.9667633743789,63.852923747797036
73.48124449479914,8,0,60.17180762201729,77.1553067195391
69.77339625951012,5,1,43.780097199454154,76.75073588546114
74.93403086167984,9,0,23.58627022799682,71.18732931859586
64.62892783458446,8,1,27.943301675437056,67.86037422631368
44.73023377232614,3,0,39.323981997945026,46.96674546094244
67.13074145624311,12,1,54.628865707797196,73.84381560186742
73.5501516534935,5,1,11.249856557045455,77.22765923616818
57.90196198433844,4,1,32.55431675905392,60.797060083555365
71.18778288983282,5,0,3.2467812654275257,67.62839374534117
68.95596044844834,5,0,25.70639888137841,65.50816242602592
73.25773568589409,8,0,66.31267545718326,76.92062247018879
39.367204423526374,12,1,61.62881949740277,43.30392486587901
54.167009850454164,4,0,36.62118076704992,56.875360342976876
53.17848130374806,9,1,39.77971150413309,58.49632943412286
77.78069091212444,8,1,68.1963646510021,85.55876000333689
54.60561080554666,2,1,6.2944507356567145,57.335891345823995
67.3491518519493,11,0,6.549954933750588,63.98169425935183
69.02891343998819,11,0,47.35306585408703,72.4803591119876
76.6388044956105,2,1,3.9009030509035174,80.47074472039102
43.47411105169769,7,0,72.4189988150757,45.647816604282575
73.55086464840706,7,1,74.26871125358386,80.90595111324777
54.47692352941931,3,1,24.11340046389543,57.20076970589027
43.03226089661862,2,1,38.10368335123832,47.33548698628048
45.57752367251901,7,0,61.97074205178555,47.85639985614496
71.40700937896133,7,0,44.00025632220854,74.9773598479094
61.583830389404895,9,1,9.784387359296378,64.66302190887514
74.89447541198203,12,1,31.380083403408886,78.63919918258114
53.70227769635232,9,1,63.24992505978065,59.07250546598755
71.38314603929189,8,0,35.468394449901105,74.95230334125648
47.257726089512474,6,0,29.0123558785781,44.89483978503685
66.16287103573679,3,1,15.672038537437743,69.47101458752363
79.06398871565167,9,1,73.93588975859252,86.97038758721685
49.95777664805209,10,1,57.524813069035815,54.9535543128573
49.43037659613813,4,1,34.804597627890324,51.901895425945035
45.07987594665602,12,1,61.237090642390235,49.58786354132162
78.35702476963073,2,0,26.939122719941516,74.4391735311492
40.689047638071635,9,1,58.48795872281874,44.757952401878796
74.46821998638187,6,1,49.72298091268381,81.91504198502005
36.74676000009608,12,1,45.33583515904057,40.421436000105686
77.99957365827765,8,1,23.08475169450498,81.89955234119154
62.63073822718124,3,0,50.349249818242804,65.7622751385403
51.81528428166693,9,1,11.575516618202016,54.406048495750284
40.12033232967586,6,1,45.22085210839709,44.13236556264345
53.50460538660651,6,1,65.23233636034735,58.855065925267155
62.628598963157984,7,1,35.07288964754123,68.89145885947379
38.99747104244731,12,1,45.92160927597381,42.89721814669204
39.39188398530158,4,1,53.5619723784237,43.33107238383174
62.23324572296394,3,1,27.50914880142755,65.34490800911215
72.06117411373461,9,1,50.75422667438881,79.26729152510806
45.69146871443277,6,1,23.348733425722166,47.97604215015441
45.18796354328633,8,0,37.37712244460167,47.447361720450644
50.6611063845244,2,1,15.80559830465492,53.19416170375062
60.95610172958767,8,0,16.87705846741946,57.90829664310829
57.88835051906746,9,1,1.0112394825683713,60.78276804502083
57.93550117476518,6,1,60.59254650693396,63.7290512922417
50.76846772367514,9,0,62.37230326137749,53.306891109858896
65.88809496693358,12,0,34.0322621735767,62.5936902185869
35.806805074970235,2,0,17.728219909726036,34.016464821221724
36.23548028706166,10,1,62.89496776188224,39.85902831576783
58.34810436700546,4,0,18.30390000622336,55.43069914865519
70.86647758837881,12,1,28.438529908650885,74.40980146779775
74.84220943326423,2,0,72.40720702203517,78.58431990492744
35.44212410706886,4,0,3.1044056872288532,33.67001790171541
65.51303564926451,2,0,10.77676252121657,62.23738386680128
65.36335364859823,10,0,33.21599918870689,62.09518596616832
50.894543864195626,7,1,17.820773150790785,53.439271057405406
79.2336973304853,4,1,7.28784370484325,83.19538219700956
45.8241172747,12,0,35.67623018894311,48.115323138435
70.48205379503713,7,0,69.78652019296302,74.00615648478899
53.298951538667126,2,0,45.16714978637564,55.96389911560048
52.15092244275883,8,0,6.781090658562849,49.54337632062089
73.9337109072437,8,1,2.247035580125145,77.63039645260588
38.95125874881387,3,1,13.634051403355471,40.898821686254564
76.6961690353316,12,1,32.626632158003055,80.53097748709817
72.05421156152102,6,0,29.298408763579666,68.45150098344496
42.879201436319434,7,0,0.3525807665334224,40.735241364503466
72.48697465946121,12,1,45.253414812950886,79.73567212540733
58.89893259821449,10,0,26.943065311539776,55.95398596830377
48.1867340218621,4,0,33.65545107437608,45.777397320769
40.914918968281725,6,1,30.722325176289896,42.96066491669581
35.67184848124367,12,1,32.52668239197391,37.455440905305856
60.006127896762564,6,0,36.860557332169684,63.00643429160069
36.21509521401471,4,0,44.720652161612975,38.02584997471544
64.17611157228278,9,1,40.481979372766595,70.59372272951106
59.882164042081044,7,1,15.718601255045764,62.876272244185095
51.82914496123412,11,0,24.536702098424634,49.23768771317241
35.57193182075725,12,0,60.92262153794749,37.35052841179511
40.509814135227415,9,0,21.26754627281083,38.48432342846604
55.27625747103131,7,1,65.93968654443394,60.80388321813444
38.28700071664499,10,0,14.386539789879674,36.37265068081274
46.45638328794834,2,1,36.61450665549106,51.10202161674317
53.81020409991724,2,0,43.26933872763025,56.5007143049131
72.6045571159132,11,1,38.85866891266442,79.86501282750451
50.529865922888256,3,0,53.580648310072135,53.05635921903267
60.56664283621032,5,0,56.369969831627884,63.594974978020836
60.00970063885415,12,1,26.860624807864543,63.01018567079686
36.462563588514705,9,0,14.577597817117782,34.63943540908897
37.536083337817985,7,1,35.81210937139024,41.28969167159978
55.25834246901062,8,1,23.341620456425346,58.02125959246115
79.7319337254253,4,0,8.567309703650078,75.74533703915404
47.46190013455568,3,0,65.49541719417982,49.83499514128346
37.068384456401844,8,1,56.53438329463928,40.77522290204203
40.98751269821597,7,1,22.152807340713622,43.03688833312677
44.28111734394283,4,0,21.093521644725342,42.06706147674569
40.47089002598279,12,0,22.747712376410085,38.44734552468365
61.94368666901481,5,1,64.14396084506107,68.13805533591629
79.81134921192883,3,0,27.08925411932311,75.82078175133239
40.05538723712747,7,1,41.38666215955348,44.060925960840216
77.03951257335154,10,1,13.064889248054062,80.89148820201912
65.38087182834965,9,1,16.51188435872621,68.64991541976714
73.19011214954844,2,1,26.180911343774376,76.84961775702587
74.02793098308483,4,1,45.28761693145172,81.43072408139331
43.22169727081483,2,1,49.04142892696198,47.54386699789631
37.34370283403203,4,1,6.327372002501827,39.210887975733634
42.69810677877452,7,1,56.342770350340324,46.967917456651975
65.75363254786262,6,1,20.867155177904955,69.04131417525575
57.67725823971687,5,0,35.16426820104974,60.561121151702714
47.486418142298064,5,1,12.478556646192942,49.86073904941297
59.798088765876656,11,0,62.82825263611614,62.78799320417049
42.80692842579223,4,1,64.86654954927333,47.08762126837145
40.8635332769293,3,1,48.342297072363976,44.949886604622236
49.974389163256824,9,0,19.955183405699877,47.475669705093985
77.1968881277416,10,1,5.578377280960203,81.05673253412868
71.7898404571245,3,0,0.701650401620249,68.20034843426828
66.30791464369335,6,0,54.012517161244766,69.62331037587802
59.51278443217019,2,1,35.15039921010916,65.46406287538721
56.15438341484015,7,0,48.51893421127271,58.96210258558216
71.58371651356117,5,1,14.662338644396621,75.16290233923922
72.13688551623689,2,0,8.217082417643534,68.53004124042505
55.964207055017766,2,1,58.66981754123031,61.560627760519544
64.04713454255094,9,1,7.519748431968765,67.24949126967849
68.35066525917728,2,1,6.318657513557016,71.76819852213615
58.60519968336733,11,0,24.92397935013128,55.674939699198966
48.75737371486708,7,1,17.49218459498082,51.19524240061043
65.15766702867981,3,1,15.233175692744435,68.4155503801138
69.28022481541878,11,0,26.350542295618197,65.81621357464783
43.767852079146195,4,0,69.18881999200654,45.956244683103506
65.47277350728362,9,1,6.2912587680036385,68.7464121826478
67.63448947167424,4,0,34.93506999010474,64.25276499809053
50.31753192011577,5,1,24.745223438885127,52.83340851612156
44.045849822858905,5,0,68.2533861891858,46.24814231400185
54.41473159126704,5,0,40.79356328214236,57.13546817083039
59.95738476328992,7,1,59.15284567840163,65.95312323961892
78.22334980834921,11,0,35.22884820873654,82.13451729876667
49.03735294173394,3,1,69.07648600606761,53.94108823590734
40.8328433413932,4,0,9.66862026867014,38.79120117432354
64.69771919277105,4,0,24.09856233941234,61.46283323313249
74.06475521248908,7,0,9.320634664810271,70.36151745186461
58.427901163600765,2,1,26.593170461531503,61.349296221780804
50.59640545177368,11,1,60.883026340185666,55.65604599695104
61.31656916670103,2,0,55.20138907560444,64.38239762503608
74.83773424628961,6,0,55.90630031462231,78.5796209586041
49.549295163991395,11,1,16.61403834821411,52.02675992219096
66.51023269215568,9,1,17.287111601823575,69.83574432676346
52.29466142027442,12,0,43.68274706665071,54.90939449128815
63.87412911104997,4,1,22.96285094154122,67.06783556660247
41.713681083802356,5,0,30.142857549256536,39.62799702961224
74.85438733607475,12,0,63.63619458356435,78.59710670287849
43.33474035796978,8,1,50.16218153736722,47.66821439376675
39.30484093794202,3,1,35.23864040444409,43.23532503173622
43.696398635235916,6,0,44.448161044958304,45.88121856699771
50.117612424356054,2,1,4.931029565229786,52.62349304557386
42.632543097218075,11,0,15.592426528942868,40.500915942357175
51.9824495320223,10,0,25.607619782378677,49.383327055421184
66.57982752761245,11,0,66.95693423245676,69.90881890399308
77.30022882159567,2,0,27.034861500310818,73.43521738051588
57.61312899646739,8,0,2.887458186704031,54.73247254664402
36.41081624301101,10,0,15.445722323962308,34.59027543086046
54.564512764484924,12,0,37.72444994219052,57.29273840270917
69.90915501589552,10,1,1.3426487636366446,73.40461276669029
67.40891945633277,4,1,4.13997922594262,70.77936542914941
68.91210341721245,4,0,3.1191415356768197,65.46649824635183
42.48133250857,8,0,62.698492002242254,44.605399133998496
62.89953659841785,10,0,42.751681072858666,66.04451342833875
40.466470635127926,10,1,15.959314272615607,42.48979416688432
70.52518242755426,12,0,66.74566914164247,74.05144154893196
74.98312497166476,3,1,36.77322269927523,82.48143746883125
67.01189073562861,12,0,25.077974744737816,63.66129619884718
66.69638624054315,12,1,17.888705678320385,70.0312055525703
40.85695257133683,2,0,33.53103267957742,38.81410494276999
65.88941513870216,6,0,13.39727880013529,62.59494438176706
43.602542002930065,7,0,23.903284313777075,41.42241490278356
71.166664960506,9,0,3.6530859555363144,67.60833171248069
50.19008135070452,3,0,36.9520026827949,52.69958541823974
58.39418305987424,10,0,14.059706594212942,55.474473906880526
47.73946481538089,9,1,16.431313750566375,50.12643805614994
73.77369926906192,12,0,13.627712867687974,70.08501430560882
66.77951786459926,7,1,9.32676086106539,70.11849375782921
73.24092751607502,7,1,41.653966848966576,80.56502026768251
54.11705691673036,4,1,55.5796971038755,59.5287626084034
46.376402733040955,10,1,55.78702783203734,51.01404300634505
36.443174684190375,8,0,67.42808586783632,38.26533341839989
76.62727438756579,6,1,4.815480842806191,80.45863810694408
36.69238016125374,2,0,44.55982281286929,38.526999169316426
50.370415260845974,6,0,13.04115952383024,47.85189449780368
55.82952513957156,9,1,34.06152156649422,58.621001396550135
67.32159821432282,11,0,25.084707011382026,63.95551830360668
45.91317595424734,9,0,73.54256207521307,48.208834751959714
51.03351238864231,11,1,4.606503575096321,53.585188008074425
57.901232112156244,11,0,36.315163851690045,60.79629371776406
75.16693240624778,8,1,18.972807340993032,78.92527902656018
46.274683839369935,3,0,11.868507341508,43.960949647401435
65.5754471640933,6,1,37.23006267192563,72.13299188050263
54.04733545977732,12,0,61.441153907351435,56.74970223276619
61.94950445199172,6,0,54.17230436179135,65.04697967459131
54.05386370189928,9,1,50.098854358540834,59.45925007208921
59.66577722291403,12,0,51.74331389324091,62.64906608405973
71.06105121393041,8,1,72.10351866764343,78.16715633532345
58.456674659613824,3,1,2.4994747656872986,61.379508392594516
67.93942348930757,10,0,60.82232966244547,71.33639466377295
37.245026039865415,11,0,20.403597530619223,35.38277473787215
55.89208663976275,12,1,13.921576767059843,58.68669097175089
70.66299438520213,8,1,73.15463197666854,77.72929382372234
35.946747663597634,5,1,57.699094187690505,39.5414224299574
52.351547531637706,9,1,1.441944609998469,54.96912490821959
63.71302582160703,4,1,72.72840004633046,70.08432840376774
67.45619752166343,4,0,55.22546859671924,70.8290073977466
35.062108595542284,6,0,62.23385920397842,36.8152140253194
51.93454900399503,11,1,28.69389973077641,54.53127645419478
56.67461032794681,7,1,34.788002036335754,59.50834084434415
63.057966506002366,4,0,52.78583894889031,66.21086483130249
47.58812663602883,9,1,27.35629339371125,49.96753296783027
62.95948832083029,10,0,31.243793002018442,59.811513904788775
60.614241504995306,12,1,4.369947943324065,63.64495358024507
76.73779578542145,4,1,51.91138941253612,84.4115753639636
48.64568070496196,11,0,1.3344900956092753,46.213396669713866
65.46810388744629,4,0,50.222134502149586,68.7415090818186
42.31810616224344,7,1,38.883216950795614,46.54991677846778
45.40698846662615,8,0,41.043893156043104,47.677337889957464
55.150219519839865,7,1,62.68064302282567,60.665241471823855
70.96546930920948,12,0,30.669527930257598,67.41719584374901
58.583805520269436,7,1,5.366283237338731,61.51299579628291
78.14360499738146,12,0,58.30707274502352,82.05078524725053
73.6407704734858,7,0,8.429239899241628,69.95873194981151
59.346050904111124,12,1,14.945654108212846,62.31335344931668
42.33511817408272,9,1,14.249299256236073,44.45187408278686
41.77188406069722,7,1,28.035079344569315,43.86047826373208
76.07594549798041,9,1,69.15709738666709,83.68354004777845
47.19663516998787,4,0,60.968089116329885,49.55646692848727
41.53614835490517,2,1,70.0311680024894,45.68976319039569
42.97803890082535,9,1,45.240464157135854,47.27584279090788
49.183097540184406,5,0,9.015833435758354,46.72394266317519
45.132180249735526,2,0,6.507034217189778,42.87557123724875
70.78610164752874,11,0,43.04629732109774,74.32540672990518
39.379943248542986,3,1,56.215782263215935,43.31793757339729
50.18484641332983,9,0,3.8876646469400034,47.675604092663335
50.67957247688958,7,1,8.578340118199096,53.213551100734065
67.2570348809557,6,1,12.502834990602679,70.61988662500349
36.156761392590994,2,0,34.119226869611744,34.34892332296145
71.74439930705734,11,0,27.805183213923932,68.15717934170446
56.35442077221502,8,1,61.5597453670139,61.98986284943653
72.59191000186651,8,0,50.644549024204885,76.22150550195984
76.13256639025842,3,0,59.956567293259496,79.93919470977134
79.39870955464033,11,0,27.093556779472703,75.42877407690831
43.388049452491,7,1,37.82731566617513,47.726854397740105
52.09395511429369,11,0,4.5369915786400705,49.48925735857901
53.983294561282676,5,0,4.596106540220962,51.28412983321854
75.90991225596144,9,0,66.41160544201077,79.70540786875952
43.302983051820775,12,0,59.15613981779185,45.468132204411816
64.36942375446512,3,1,54.57867940695597,70.80636612991162
78.05769134798888,6,0,34.40733305362861,74.15480678058944
52.575945847594284,9,1,35.64031213351064,57.833540432353715
49.02680726734309,7,1,59.57811932375031,53.9294879940774
53.45992522227699,9,0,2.4334393375614494,50.78692896116314
53.77655885395675,12,1,61.73424491195164,59.154214739352426
53.05468625580386,8,0,37.28744414089513,55.70742056859405
73.28143218137203,10,0,23.711194440929027,69.61736057230343
73.54743559069571,6,1,38.00146574291881,80.90217914976529
45.976091882513536,2,0,28.682113380565962,43.67728728838786
75.62784071500855,4,1,4.488899533754759,79.40923275075897
75.03024790775456,6,1,5.707210232940973,78.78176030314228
40.78669043104843,12,0,12.146057440548743,38.74735590949601
46.78054253847199,8,0,10.733100007020843,44.441515411548394
70.5504228804214,7,1,6.077268830248913,74.07794402444246
54.48564060564928,3,0,25.636233994473937,51.76135857536681
41.85494300664584,11,1,16.17885474484084,43.94769015697813
70.5683123005507,2,1,49.21664781179972,77.62514353060577
35.96127068343443,2,1,38.93104042886291,39.55739775177787
48.336066182965226,10,0,20.746485291199537,45.91926287381696
65.76914628751237,7,0,67.47227913468761,69.05760360188799
72.04889968784224,2,1,52.912499593428564,79.25378965662647
71.28301165687637,4,0,63.74954339391301,74.84716223972019
49.715071931089476,8,1,22.40945074394315,52.20082552764395
59.650155790632574,7,1,58.24647870754211,65.61517136969583
57.46480222149411,10,1,51.82973709667543,63.211282443643526
58.292063861076684,12,1,43.31893149304732,64.12127024718436
60.18770046534598,7,0,1.0902563484719463,57.178315442078684
76.17709098756768,9,1,13.7825762611307,79.98594553694606
40.13355318074555,11,1,54.21210653872388,44.1469084988201
72.23058206148006,9,1,13.615304014178415,75.84211116455407
41.266245496192916,11,0,37.35024457894136,43.32955777100256
65.2054025333354,4,0,60.353613526029676,68.46567266000217
71.80169949165744,11,1,18.83999473136736,75.39178446624032
77.30242667594243,4,1,33.4360949682952,81.16754800973955
42.08278738978542,11,1,72.1674145226966,46.291066128763966
79.85667904906315,5,0,67.59864684301652,83.8495130015163
39.39709278097932,12,1,0.35474380753181267,41.36694742002829
60.23985398983078,7,1,25.153095805630603,63.25184668932231
42.53130097362281,10,0,55.94346779190203,44.657866022303956
41.43320613044344,2,1,49.88208783752857,45.57652674348778
49.78002116474994,2,0,36.799167944016155,52.26902222298744
77.99609932746876,10,1,72.87903935693303,85.79570926021563
48.09818715056554,12,1,64.9077871556229,52.9080058656221
55.22792376241282,7,0,37.86994431635973,57.989319950533464
69.72334218642834,9,0,13.113759937039738,66.23717507710693
74.30545247231369,8,1,23.28594088609855,78.02072509592938
46.20498228209846,10,0,27.48991090219327,43.89473316799354
75.66542608065636,10,0,45.73237364042243,79.44869738468918
43.653009099300874,5,0,5.7883593354524585,41.47035864433583
63.14762677426402,2,0,24.13779675151127,59.99024543555082
48.930593181790044,5,1,32.74023927073342,51.377122840879544
64.69873505115471,2,1,47.490917646344684,71.16860855627019
56.117149223343304,7,0,41.42557530783835,58.92300668451047
76.01742852975195,5,0,54.9030972902411,79.81829995623956
78.3523013480982,8,1,71.566652373053,86.18753148290801
54.04599467173222,4,1,54.21805396172378,59.45059413890544
72.61199791042613,10,0,42.63753320969349,76.24259780594743
65.06026862674652,9,1,65.1382140592802,71.56629548942118
62.95195147376651,7,0,69.60256667805845,66.09954904745484
77.96365541338042,9,0,26.421412473395975,74.0654726427114
65.4862502426664,2,1,31.70956232952601,68.76056275479972
73.50587168914747,3,0,13.463838139732944,69.83057810469009
63.966966499124524,8,1,70.74526967670943,70.36366314903698
66.7815660740902,4,0,49.29383854079831,70.1206443777947
55.072519169804266,5,0,46.90526585962192,57.82614512829448
36.977886713092005,3,0,0.9324575000694724,35.128992377437406
67.1501399345949,4,0,13.644155122019535,63.79263293786516
40.35279506921892,12,1,46.872909953441834,44.38807457614081
35.578140739920975,8,1,49.233701193938344,39.135954813913074
57.655059598769334,3,0,50.35933231615996,60.5378125787078
70.42261239383522,12,1,68.7878943956134,77.46487363321874
58.62692806018177,7,1,10.634330833465377,61.558274463190855
78.91544686823774,3,1,10.526526201414654,82.86121921164963
46.707636214324936,6,1,53.208858168224396,51.37839983575743
79.29399077300587,7,1,30.74111989338573,83.25869031165617
74.31753309317813,2,1,24.12208232790972,78.03340974783703
68.28998118014536,6,1,69.13307269971291,75.1189792981599
70.54595249650075,12,0,44.587595580886585,74.07325012132578
50.279524985950914,3,1,61.10393304808565,55.307477484546006
48.805083399944095,5,0,63.27920274361523,51.2453375699413
65.0162985580503,12,0,69.88840736481552,68.2671134859528
46.75567043519332,4,0,2.186598858854105,44.417886913433655
75.24593667469745,11,0,34.63570857627642,71.48363984096258
49.7412037437494,11,1,14.635627661180134,52.228263930936876
57.84859586800951,11,0,52.02116282112463,60.741025661409985
40.46769689564261,11,0,3.460553103815309,38.44431205086048
36.08479837226797,8,1,29.53017386113978,37.889038290881366
69.82602195724874,2,1,56.69499060282345,76.80862415297362
58.15821437916475,10,0,43.43502989186333,61.06612509812298
62.533237620936056,9,1,44.61140916955046,68.78656138302966
46.25712990043141,4,0,12.235563926213494,43.94427340540984
64.23801567403515,11,0,68.73115487620795,67.44991645773692
43.702140204344715,10,1,4.477237400366868,45.88724721456195
47.66737647907474,6,1,56.259890130440546,52.434114126982216
40.11995789268673,7,1,0.052159642467569656,42.12595578732106
75.49476960710818,2,0,12.374339831750444,71.72003112675277
39.69984772171045,10,0,29.619926919753123,37.714855335624925
36.581695870920925,11,1,16.252245923278387,38.41078066446697
53.63647805607105,5,1,33.243257408150356,56.3183019588746
74.97847594935314,8,0,33.259926223648925,71.22955215188549
40.58948409636947,10,1,57.40901964126053,44.648432506006415
62.95607160491845,5,0,46.706542990138445,66.10387518516437
79.77367154195059,12,0,6.872125270651816,75.78498796485306
79.43578523996194,4,1,6.252180387125386,83.40757450196004
